block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_356088427,0,4414,0,1,Deuce on The Strip Southbound,12831,13_merged_357925059,357901441,
a_356088442,0,4414,0,1,Deuce on The Strip Southbound,12831,13_merged_357925059,357901446,
a_356088428,0,4414,0,1,Deuce on The Strip Southbound,12831,13_merged_357925059,357901447,
a_356088447,0,4414,0,1,Deuce on The Strip Southbound,12831,13_merged_357925059,357901444,
a_356088441,0,4414,0,1,Deuce on The Strip Southbound,12831,13_merged_357925059,357901445,
a_356087150,0,4387,0,1,108 Paradise Southbound,12672,3_merged_357925057,357883873,
b_356090056,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917878,
b_356088915,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917879,
b_356090049,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917870,
b_356090053,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917871,
b_356088490,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917872,
b_356090054,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917873,
b_356088880,0,4459,0,1,115 Nellis / Stephanie Southbound,13099,3_merged_357925061,357917874,
