stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.133257,0,1395,-115.164016,,,,,NB LV Blvd after Convention Ctr Dr,0,1395,
36.038399,0,1394,-115.17255,,,,,SB Las Vegas after Shelbourne,0,1394,
36.142726,0,1392,-115.158269,,,,,SB Las Vegas after Sahara,0,1392,
36.144327,0,1391,-115.156746,,,,,NB Las Vegas after Sahara,0,1391,
36.163872,0,5465,-115.148562,,,,,SB Casino Center at Garces,0,5465,
36.16951,0,3819,-115.28716,,,,,SB Rampart before Alta,0,3819,
36.195668,0,1420,-115.226577,,,,,EB Lake Mead before Jones,0,1420,
36.110731,0,6424,-115.296962,,,,Fort  Apache Rd & Rochelle Ave,NB Fort Apache before Rochelle,0,6424,
36.115412,0,6425,-115.296864,,,,Fort  Apache Rd & Flamingo Rd,NB Fort Apache after Flamingo,0,6425,
36.118992,0,6426,-115.296886,,,,Fort  Apache Rd & Viking Rd,NB Fort Apache after Viking,0,6426,
36.122896,0,6427,-115.296861,,,,Fort  Apache Rd & Twain Ave,NB Fort Apache after Twain,0,6427,
36.08408,0,6420,-115.297355,,,,Fort  Apache Rd & Russell Rd,NB Fort Apache before Russell,0,6420,
36.005971,0,4298,-115.1131,,,,,SB Eastern after St Rose,0,4298,
36.104179,0,6422,-115.297076,,,,Fort  Apache Rd & Tompkins Ave,NB Fort Apache after Tompkins,0,6422,
36.208492,0,4295,-115.10937,,,,,SB Las Vegas after Evans,0,4295,
36.214254,0,4294,-115.099531,,,,,SB Las Vegas after Pecos,0,4294,
36.201564,0,4297,-115.121203,,,,,SB Las Vegas after Civic Center,0,4297,
36.202489,0,4296,-115.11963,,,,,SB Las Vegas after Carey,0,4296,
36.126637,0,6428,-115.296903,,,,Fort  Apache Rd & Spring Mountain Rd,NB Fort Apache after Spring Mtn,0,6428,
36.130502,0,6429,-115.296937,,,,Fort  Apache Rd & Desert Inn Rd,NB Fort Apache after Desert Inn,0,6429,
36.216111,0,4293,-115.096358,,,,,SB Las Vegas after Cheyenne,0,4293,
36.219548,0,4292,-115.09049,,,,,SB Las Vegas after Walnut,0,4292,
36.141327,0,6105,-115.029037,,,,Hollywood Blvd & Sunrise Highlands Way,NB Hollywood after Sunrise Highlnds,0,6105_merged_357925034,
36.195879,0,1422,-115.144108,,,,,WB Lake Mead after Bangle,0,1422,
36.166318,0,6169,-115.27293,,,,Alta Dr & Roland Wiley Rd,EB Alta after Roland Wiley,0,6169,
36.166276,0,6168,-115.277307,,,,Alta Dr & Durango Rd,EB Alta after Durango,0,6168,
36.174134,0,6161,-115.260744,,,,Westcliff Dr & Buffalo Dr,WB Westcliff after Buffalo,0,6161,
36.174003,0,6163,-115.269638,,,,Westcliff Rd & Cimarron Rd,WB Westcliff after Cimarron,0,6163,
36.174081,0,6162,-115.264545,,,,Westcliff Rd & Firestone Dr,WB Westcliff before Cimarron,0,6162,
36.17035,0,6165,-115.278097,,,,Durango Dr & Venetian Strada,SB Durango before Venetian Strada,0,6165,
36.173908,0,6164,-115.273923,,,,Westcliff Rd & Roland Wiley Rd,WB Westcliff after Roland Wiley,0,6164,
36.176066,0,6167,-115.260042,,,,Buffalo Rd & Pirates Cove Rd,SB Buffalo before Pirates Cove,0,6167,
36.180825,0,6166,-115.260118,,,,Buffalo Rd & Washington Blvd,SB Buffalo after Washington,0,6166,
36.03379,0,6769,-114.949974,,,,Racetrack Rd & Burkholder Blvd,SB Racetrack after Burkholder,0,6769,
36.034475,0,6768,-114.953489,,,,Burkholder Blvd & Coldcrest Dr,EB Burkholder after Cloudcrest,0,6768,
36.035742,0,6767,-114.958278,,,,Burkholder Blvd & Pueblo Blvd,EB Burkholder after Pueblo,0,6767,
36.067717,0,6766,-115.154115,,,,Pilot Rd & Bermuda Rd,EB Pilot after Bermuda,0,6766,
36.071493,0,6765,-115.154188,,,,Sunset Rd & Bermuda Rd,WB Sunset before Bermuda,0,6765,
36.071766,0,6764,-115.141686,,,,Sunset Rd & Paradise Rd,WB Sunset after Paradise,0,6764,
36.067566,0,6763,-114.997981,,,,Sunset Rd & Haren Dr,WB Sunset before Haren,0,6763,
36.070884,0,6762,-114.999546,,,,Galleria Dr & Moser Dr,EB Galleria after Moser,0,6762,
36.070886,0,6761,-115.011271,,,,Galleria Dr & Burns Ave,EB Galleria after Burns,0,6761,
36.070796,0,6760,-115.072556,,,,Sunset Rd & Sunset Rd,EB Sunset before Sunset,0,6760,
36.009277,0,7058,-115.261555,,,,,NB Buffalo after Canyon Estates,0,7058,
36.122009,0,5869,-115.322568,,,,DISCOVERY DR & BREAKTHROUGH WY,WB Discovery after Breakthrough,0,5869,
36.056809,0,4243,-115.108139,,,,,EB Warm Springs before Tomiyasu,0,4243,
36.173176,0,5864,-115.192804,,,,S VALLEY VIEW BLVD & RAMP US95S VL VIEW S,SB Valley View before Meadows,0,5864,
36.013401,0,5867,-115.137909,,,,E SILVERADO RANCH BLVD & S MARYLAND PKWY,WB Silverado Ranch after Maryland,0,5867,
36.17022,0,5866,-115.193773,,,,MEADOWS LA & S VALLEY VIEW BLVD,WB Meadows after Valley View,0,5866,
36.126059,0,2565,-115.210865,,,,,EB Spring Mountain before Decatur,0,2565,
36.173143,0,5863,-115.192499,,,,S VALLEY VIEW BLVD & RAMP US95S VL VIEW S,NB Valley View before U.S. 95,0,5863,
36.262233,0,5862,-115.179821,,,,SIMMONS ST & NOB SHORE AV,NB Simmons after Ann,0,5862,
36.196038,0,1424,-115.106519,,,,,WB Lake Mead before Belmont,0,1424,
36.188198,0,2331,-115.185889,,,,,SB Rancho after Vegas,0,2331,
36.262566,0,2183,-115.242527,,,,,SB Rainbow after Ann,0,2183,
36.165939,0,2182,-115.244469,,,,,SB Rainbow after Alta,0,2182,
36.166941,0,2181,-115.244102,,,,,NB Rainbow after Alta,0,2181,
36.231903,0,2180,-115.242427,,,,,SB Rainbow after Alexander,0,2180,
36.158408,0,2187,-115.243867,,,,,SB Rainbow after Charleston,0,2187,
36.159959,0,2186,-115.243566,,,,,NB Rainbow after Charleston,0,2186,
36.175984,0,229,-115.139848,,,,,EB Bonanza after Casino Center,0,229,
36.17359,0,228,-115.087209,,,,,WB Bonanza after Triest,0,228,
36.173358,0,227,-115.085578,,,,,EB Bonanza after Triest,0,227,
36.177229,0,226,-115.170583,,,,,WB Bonanza after Tonopah,0,226,
36.217347,0,2189,-115.24243,,,,,SB Rainbow after Cheyenne,0,2189,
36.218605,0,2188,-115.242195,,,,,NB Rainbow after Cheyenne,0,2188,
36.173652,0,220,-115.111057,,,,,EB Bonanza after 28th,0,220,
36.216703,0,2213,-115.242193,,,,,NB Rainbow after Light Breeze,0,2213,
36.129445,0,6451,-115.297195,,,,Fort  Apache Rd & Desert Inn Rd,SB Fort Apache after Desert Inn,0,6451,
36.194403,0,2211,-115.242406,,,,,SB Rainbow after Lake Mead,0,2211,
36.196526,0,2210,-115.241887,,,,,NB Rainbow after Lake Mead,0,2210,
36.147311,0,2217,-115.243281,,,,,SB Rainbow after OBannon,0,2217,
36.215033,0,2214,-115.242406,,,,,SB Rainbow after Light Breeze,0,2214,
36.152405,0,2219,-115.243163,,,,,NB Rainbow after Oakey,0,2219,
36.148755,0,2218,-115.242975,,,,,NB Rainbow before Oakey,0,2218,
36.12168,0,6453,-115.297179,,,,Fort  Apache Rd & Twain Ave,SB Fort Apache after Twain,0,6453,
36.047264,0,6699,-115.140987,,,,Paradise Rd & Dawnlight Ave,SB Paradise before Dawnlight,0,6699,
36.053257,0,6698,-115.140913,,,,Paradise Rd & El Dorado Ln,SB Paradise after Eldorado,0,6698,
36.043063,0,7270,-115.188216,,,,Valley View & Blue Diamond,Dean Martin @ Blue Diamond (S),0,7270,
36.071137,0,6692,-115.018672,,,,Galleria Dr & Boulder Hwy,WB Galleria after Boulder,0,6692,
36.085273,0,6690,-115.298264,,,,Russell Rd & Fort Apache Rd,WB Russell after Fort Apache,0,6690,
36.061185,0,6697,-115.141186,,,,Paradise Rd & White Dr,SB Paradise before White,0,6697,
36.065911,0,6696,-115.141283,,,,Paradise Rd & Pilot Rd,SB Paradise after Pilot,0,6696,
36.063412,0,6695,-115.146319,,,,Pilot Rd & 751 Pilot Rd,SB Pilot after Caballo,0,6695,
35.992048,0,6694,-115.137117,,,,Maryland Pkwy & St. Rose Pkwy,NB Maryland after St Rose,0,6694,
36.196123,0,1426,-115.057114,,,,,EB Lake Mead after Betty,0,1426,
36.1441,0,2439,-115.13649,,,,,EB Sahara after Maryland,0,2439,
36.078716,0,6901,-115.2247,,,,,NB Jones after Patrick,0,6901,
36.217217,0,5954,-115.098408,,,,Pecos Rd & Cheyenne Ave,NB Pecos before Cheyenne,0,5954_merged_357925032,
36.177172,0,159,-115.148499,,,,,EB Bonanza after City Parkway,0,159,
36.177362,0,158,-115.147628,,,,,WB Bonanza after D,0,158,
36.144431,0,2431,-115.068634,,,,,WB Sahara after Frank,0,2431,
36.144417,0,2430,-115.083484,,,,,WB Sahara after Lamb,0,2430,
36.108337,0,5766,-115.29728,,,,FT APACHE & S FORT APACHE RD,SB Fort Apache before Peace,0,5766,
36.107637,0,5767,-115.301049,,,,PEACE WY & S TEE PEE LA,WB Peace after Chieftain,0,5767,
36.199028,0,6343,-115.15191,,,,Revere St & Balzar Ave,SB Revere after Balzar,0,6343,
36.202446,0,6342,-115.151875,,,,Revere St & Carey Ave,SB Revere after Carey,0,6342,
36.178143,0,6345,-115.043929,,,,Sloan Ln & Halehaven Dr,SB Sloan before Bonanza,0,6345,
36.181434,0,6344,-115.044369,,,,Washington Ave & Sloan Ln,EB Washington before Sloan,0,6344,
36.165236,0,6347,-115.145109,,,,Clark Ave & Las Vegas Blvd,WB Clark after 4th,0,6347,
36.021548,0,6348,-115.11833,,,,Eastern Ave & Serene Ave,NB Eastern after Serene,0,6348,
36.217614,0,564,-115.075196,,,,,EB Cheyenne after Abels,0,564,
36.246118,0,6187,-115.083052,,,,Eaker St & 4721 Eaker St,SB Eaker after Lone Mountain,0,6187,
36.211686,0,6186,-115.10391,,,,Las Vegas Blvd & Van Der Meer St,SB Las Vegas before Van Der Meer,0,6186,
36.218133,0,6185,-115.092902,,,,Las Vegas Blvd & Cheyenne,SB Las Vegas before Cheyenne,0,6185,
36.188845,0,6184,-115.26075,,,,Vegas Dr & Buffalo Rd,WB Vegas after Buffalo,0,6184,
36.188829,0,6183,-115.264426,,,,Vegas Dr & Gleeson Way,WB Vegas before Gleeson,0,6183,
36.115029,0,5760,-115.284284,,,,W FLAMINGO RD & S EL CAPITAN WY,WB Flamingo after Riley,0,5760,
36.12147,0,2509,-115.156038,,,,,WB Sands after Paradise,0,2509,
36.181085,0,6180,-115.277075,,,,Washington Blvd & Durango Dr,EB Washington after Durango,0,6180,
36.125149,0,2506,-115.168441,,,,,EB Sands after Las Vegas,0,2506,
36.122582,0,2505,-115.164882,,,,,WB Sands after Koval,0,2505,
36.122252,0,2504,-115.163026,,,,,EB Sands after Koval,0,2504,
36.128788,0,6188,-115.279098,,,,Durango Dr & Desert Inn Rd,SB Durango after Desert Inn,0,6188,
36.122605,0,2727,-115.146047,,,,,NB University Ctr after Twain,0,2727,
36.101584,0,2725,-115.145872,,,,,NB University Ctr after Tropicana,0,2725,
36.127379,0,2724,-115.146015,,,,,NB Univers Ctr after Sierra Vista,0,2724,
36.124684,0,2723,-115.146011,,,,,NB Univers Ctr before Sierra Vista,0,2723,
36.11107,0,2722,-115.15038,,,,,NB University Ctr before Flamingo,0,2722,
36.119006,0,2721,-115.146132,,,,,NB University Ctr before Twain,0,2721,
36.106075,0,2720,-115.149827,,,,,NB University Ctr after Naples,0,2720,
36.022089,0,5280,-115.03055,,,,,WB Horizon Ridge after Gibson,0,5280,
36.022358,0,5283,-115.047123,,,,,NB Stephanie after Horizon Ridge,0,5283,
36.022029,0,5282,-115.041541,,,,,WB Horizon Ridg after Cielo Abierto,0,5282,
36.031226,0,5285,-115.046927,,,,,NB Stephanie after I 215,0,5285,
36.026815,0,5284,-115.047078,,,,,NB Stephanie after Paseo Verde,0,5284,
36.037253,0,5287,-115.046735,,,,,NB Stephanie at 170 N. Stephanie,0,5287,
36.035385,0,5286,-115.04672,,,,,NB Stephanie after Wigwam,0,5286,
36.241784,0,7236,-115.051914,,,,,NB Las Vegas after Fitzgerald,0,7236,
36.242084,0,7237,-115.052034,,,,,SB Las Vegas before Craig,0,7237,
36.264994,0,7234,-115.158258,,,,,NB Camino Eldorado after Red Hollow,0,7234,
36.268656,0,7235,-115.159926,,,,,EB Tropical after Camino Eldorado,0,7235,
36.126248,0,7232,-115.175752,,,,,EB Mel Torme after Sammy Davis Jr,0,7232,
36.13486,0,7233,-115.170718,,,,,NB Sammy Davis Jr after Goh Tong,0,7233,
36.129909,0,7230,-115.173964,,,,Sammy Davis Jr & Fashion Show Drive,NB Sammy Davis Jr after Fash Shw Dr,0,7230,
36.129996,0,7231,-115.174294,,,,,SB Sammy Davis Jr before Desert Inn,0,7231,
36.239784,0,5045,-115.130652,,,,,WB Craig after Donna,0,5045,
36.239523,0,5044,-115.129226,,,,,EB Craig before Arcata,0,5044,
36.263883,0,7238,-115.116842,,,,,NB Losee after Ann,0,7238,
36.266619,0,7239,-115.116871,,,,,NB Losee before Tropical,0,7239,
36.169997,0,1801,-115.205067,,,,,EB Meadows after Decatur,0,1801,
36.17024,0,1800,-115.196976,,,,MEADOWS LA,WB Meadows at Meadows Mall,0,1800,
36.18147,0,3789,-115.257198,,,,,WB Washington before Buffalo,0,3789,
36.060072,0,6239,-115.172188,,,,Las Vegas Blvd & Arby,NB Las Vegas before Arby,0,6239,
36.057747,0,6238,-115.17218,,,,Las Vegas Blvd & Warm Springs Rd,NB Las Vegas after Warm Springs,0,6238,
36.23034,0,6231,-115.223929,,,,Rancho Dr & Alexander Rd,NB Rancho before Alexander,0,6231,
36.230368,0,6232,-115.224367,,,,Rancho Dr & Jones Blvd,SB Rancho after Jones,0,6232,
36.18102,0,3088,-115.1659,,,,,WB Washington after Comstock,0,3088,
36.035478,0,3258,-115.11822,,,,,NB Eastern after Wigwam,0,3258,
36.039089,0,3259,-115.11817,,,,,NB Eastern after Shenandoah,0,3259,
36.195708,0,1525,-115.2294,,,,,EB Lake Mead after Lirio,0,1525,
36.013488,0,3251,-115.119489,,,,,WB Silverado Ranch after Eastern,0,3251,
36.013479,0,3252,-115.12432,,,,,WB Silverado Ranch before Spencer,0,3252,
36.01402,0,3253,-115.12762,,,,,NB Spencer after Silverado Ranch,0,3253,
36.01648,0,3254,-115.12754,,,,,NB Spencer before Richmar,0,3254,
36.020447,0,3255,-115.12672,,,,,EB Serene after Spencer,0,3255,
36.02044,0,3256,-115.12358,,,,,EB Serene after Vasto,0,3256,
36.030506,0,3257,-115.118298,,,,,NB Eastern after Parker James,0,3257,
36.143545,0,2425,-115.156433,,,,,EB Sahara after Las Vegas,0,2425,
36.098679,0,1252,-115.163699,,,,,NB Koval after Reno,0,1252,
36.134535,0,816,-115.2791,,,,,SB Durango after Paddle Wheel,0,816,
36.11227,0,1253,-115.163877,,,,,NB Koval after Rochelle,0,1253,
36.099949,0,2859,-115.2349,,,,,WB Tropicana after Torrey Pines,0,2859,
36.099679,0,2858,-115.233418,,,,,EB Tropicana after Torrey Pines,0,2858,
36.188549,0,1990,-115.12571,,,,,WB Owens after Bruce,0,1990,
36.101318,0,2851,-115.147518,,,,,WB Tropicana after University Ctr,0,2851,
36.100825,0,2850,-115.145341,,,,,EB Tropicana after University Ctr,0,2850,
36.101108,0,2853,-115.133019,,,,,WB Tropicana after Tamarus,0,2853,
36.195799,0,1523,-115.220206,,,,,WB Lake Mead after Winwood,0,1523,
36.101099,0,2854,-115.142073,,,,,WB Tropicana after Wilbur,0,2854,
36.100117,0,2857,-115.11519,,,,,WB Tropicana after Topaz,0,2857,
36.099849,0,2856,-115.11391,,,,,EB Tropicana after Topaz,0,2856,
35.998809,0,7045,-115.20837,,,,,WB Cactus after Decatur,0,7045,
35.998799,0,7044,-115.203889,,,,Cactus & Decatur,WB Cactus after Cameron,0,7044,
36.195987,0,1492,-115.0992,,,,,WB Lake Mead after Pecos,0,1492,
35.998795,0,7046,-115.212813,,,,,WB Cactus after Edmond,0,7046,
36.197091,0,1494,-115.270555,,,,,WB Lake Mead after Pueblo Vista,0,1494,
36.010805,0,7040,-115.17224,,,,,NB Las Vegas after Le Baron,0,7040,
36.196176,0,1496,-115.022238,,,,,WB Lake Mead after Radwick,0,1496,
36.196079,0,1497,-115.240536,,,,,WB Lake Mead before Rainbow,0,1497,
36.195859,0,1498,-115.240899,,,,,EB Lake Mead after Rainbow,0,1498,
36.19991,0,1499,-115.198052,,,,,WB Lake Mead after Rancho,0,1499,
35.998792,0,7049,-115.232751,,,,,WB Cactus after Mann,0,7049,
35.998805,0,7048,-115.2283,,,,,WB Cactus after Bronco,0,7048,
36.174483,0,1700,-115.144439,,,,N MAIN ST & STEWART AV,NB Main after Stewart,0,1700,
36.180389,0,1701,-115.140848,,,,,SB Main after Washington,0,1701,
36.152951,0,1702,-115.153888,,,,,NB Main before Utah,0,1702,
36.157603,0,5261,-115.330499,,,,,NB Pavilion Ctr after Griffith Peak,0,5261,
36.207688,0,1168,-115.224316,,,,,NB Jones after Alfred,0,1168,
36.181615,0,2333,-115.17952,,,,,NB Rancho after Washington,0,2333,
36.214364,0,3658,-115.08,,,,,NB Lamb after Cecile,0,3658,
36.188353,0,2975,-115.191117,,,,,EB Vegas after Mountain,0,2975,
36.005945,0,7057,-115.261605,,,,,NB Buffalo after Mountains Edge,0,7057,
36.265069,0,6989,-115.114149,,,,,WB Ann before Losee,0,6989,
36.268061,0,6988,-115.111769,,,,,WB Ann after Tropical,0,6988,
36.19926,0,1120,-115.294911,,,,,EB Hillpointe at Pinewood Hills,0,1120,
36.197682,0,1121,-115.300672,,,,,SB Hills Center after Hillpointe,0,1121,
36.269255,0,6985,-115.09953,,,,,WB Tropical after Pecos,0,6985,
36.205549,0,1123,-115.300023,,,,,SB Hills Center after Lake Mead,0,1123,
36.269307,0,6983,-115.09213,,,,,WB Tropical after Walnut,0,6983,
36.269355,0,6982,-115.086556,,,,,WB Tropical before Carrot,0,6982,
36.188628,0,1126,-115.0806,,,,,WB Owens after Lamb,0,1126,
36.181,0,1127,-115.147458,,,,,WB Washington after D,0,1127,
36.188608,0,2989,-115.250655,,,,,EB Vegas after Tenaya,0,2989,
36.188535,0,2988,-115.190844,,,,,WB Vegas after Sunset,0,2988,
36.056788,0,3029,-115.169487,,,,,EB Warm Sprngs at LV Prm Outlets-So,0,3029,
36.056091,0,3028,-115.055936,,,,,EB Warm Springs after Arroyo Grande,0,3028,
36.18875,0,2983,-115.247145,,,,,WB Vegas after Rock Springs,0,2983,
36.188378,0,2982,-115.179868,,,,,EB Vegas after Riverside,0,2982,
36.188611,0,2981,-115.187035,,,,,WB Vegas after Rancho,0,2981,
36.188389,0,2980,-115.185197,,,,,EB Vegas after Rancho,0,2980,
36.188362,0,2987,-115.21702,,,,,WB Vegas after Shadow Mountain,0,2987,
36.18849,0,2986,-115.221405,,,,,WB Vegas after Saylor,0,2986,
36.188263,0,2985,-115.219324,,,,,EB Vegas after Saylor,0,2985,
36.1888,0,2984,-115.252159,,,,,WB Vegas after Royal Palm,0,2984,
36.158711,0,524,-115.094607,,,,,EB Charleston before Sandhill,0,524,
36.159018,0,525,-115.238767,,,,,EB Charleston before Torrey Pines,0,525,
36.159032,0,527,-115.178297,,,,,WB Charleston after Shetland,0,527,
36.158796,0,522,-115.087007,,,,,EB Charleston after Sacramento,0,522,
36.159001,0,523,-115.088303,,,,,WB Charleston after Sacramento,0,523,
36.155321,0,1017,-115.111989,,,,,NB Fremont before Charleston,0,1017,
36.159523,0,529,-115.048505,,,,,WB Charleston before Linn,0,529,
36.118652,0,1234,-115.224776,,,,,NB Jones after Viking,0,1234,
36.117511,0,1235,-115.225039,,,,,SB Jones after Viking,0,1235,
36.181842,0,1237,-115.223764,,,,,NB Jones after Washington,0,1237,
36.121227,0,1230,-115.225052,,,,,SB Jones after Twain,0,1230,
36.122323,0,1231,-115.224793,,,,,NB Jones after Twain,0,1231,
36.189151,0,1232,-115.223967,,,,,NB Jones after Vegas,0,1232,
36.187952,0,1233,-115.22414,,,,,SB Jones after Vegas,0,1233,
36.180285,0,1238,-115.223951,,,,,SB Jones after Washington,0,1238,
36.192377,0,5672,-115.178769,,,,SIMMONS ST & ADELANTE AV,NB Simmons after Holly,0,5672,
36.203989,0,5675,-115.178754,,,,SIMMONS ST & CITIZEN AV,NB Simmons after Carey,0,5675,
36.195879,0,5676,-115.178769,,,,SIMMONS ST & W LAKE MEAD BLVD,NB Simmons after Coran,0,5676,
36.265027,0,5677,-115.25812,,,,CENTENNIAL CENTER BLVD & PAINTED MIRAGE RD,SB Centennial Center before Ann,0,5677,
36.202137,0,4354,-115.026798,,,,,NB Hollywood before Carey,0,4354,
36.055052,0,307,-114.999785,,,,,SB Boulder after Snap,0,307,
36.142337,0,4351,-115.154609,,,,,NB Paradise before Sahara,0,4351,
36.196403,0,4352,-115.026249,,,,,NB Hollywood after Lake Mead,0,4352,
36.144258,0,6509,-115.325658,,,,Sahara Ave & Town Center Dr,EB Sahara after Town Center,0,6509,
36.14427,0,6508,-115.331271,,,,Sahara Ave & Pavilion Center Dr,EB Sahara after Pavilion Center,0,6508,
36.163208,0,6503,-115.052767,,,,Mabel Rd & Bergin Dr,WB Mabel after Bergin,0,6503,
36.067573,0,6502,-115.002398,,,,Sunset Rd & Moser Dr,WB Sunset before Moser,0,6502,
36.146461,0,6501,-115.173019,,,,Rancho Dr & Sahara Ave,NB Rancho after Sahara,0,6501,
36.100145,0,6500,-115.068285,,,,Tropicana Ave & San Anselmo St,EB Tropicana before San Anselmo,0,6500,
36.144567,0,6507,-115.328082,,,,Sahara Ave & Town Center Dr,WB Sahara after Town Center,0,6507,
36.144526,0,6506,-115.320625,,,,Sahara Ave & Blue Willow Ln,WB Sahara after Blue Willow,0,6506,
36.218223,0,6505,-115.26458,,,,Cheyenne Ave & Soft Breezes Dr,EB Cheyenne after Soft Breezes,0,6505,
36.218406,0,6504,-115.273768,,,,Cheyenne Ave & Soaring Gulls Dr,EB Cheyenne after Soaring Gulls,0,6504,
36.031467,0,3805,-115.100159,,,,,NB Pecos before Wigwam,0,3805,
36.14425,0,3806,-115.087163,,,,,EB Sahara after Walnut,0,3806,
36.143929,0,3801,-115.265451,,,,,WB Sahara at 7980 W. Sahara,0,3801,
36.143617,0,3800,-115.264987,,,,,EB Sahara after Meyers Ct,0,3800,
36.092519,0,3802,-115.208115,,,,,SB Decatur after Hacienda,0,3802,
36.143774,0,2480,-115.251358,,,,,EB Sahara after Tenaya,0,2480,
36.099978,0,2864,-115.238878,,,,,WB Tropicana before Rainbow,0,2864,
36.144051,0,2481,-115.252616,,,,,WB Sahara after Tenaya,0,2481,
36.099707,0,2865,-115.238528,,,,,EB Tropicana before Torrey Pines,0,2865,
36.196821,0,6437,-115.26022,,,,Buffalo Dr & Lake Mead Blvd,NB Buffalo after Lake Mead,0,6437,
36.192472,0,6436,-115.260066,,,,Buffalo Dr & Pacific Legends  Apts,NB Buffalo after Sea Spray,0,6436,
36.189432,0,6435,-115.259901,,,,Buffalo Dr & Vegas Dr,NB Buffalo after Vegas,0,6435,
36.185077,0,6434,-115.259871,,,,Buffalo Dr & Carmen Blvd,NB Buffalo before Vegas,0,6434,
36.182655,0,6433,-115.259815,,,,Buffalo Dr & Washington Ave,NB Buffalo after Washington,0,6433,
36.197397,0,5709,-115.19434,,,,N RANCHO DR & CORAN LA,SB Rancho after Texas Station,0,5709,
36.13797,0,6431,-115.297256,,,,Fort  Apache Rd & Mariner Cove Dr,NB Fort Apache after Mariner Cove,0,6431,
36.13385,0,6430,-115.297084,,,,Fort  Apache Rd & Lake South Dr,NB Fort Apache after Lake South,0,6430,
36.243796,0,5704,-115.17997,,,,SIMMONS ST & ASHER LA,NB Simmons after Provance,0,5704,
36.021428,0,5706,-115.083659,,,,S GREEN VALLEY PKWY & VILLAGE WALK DR,NB Green Valley after Paseo Verde,0,5706,
36.039572,0,5707,-115.082129,,,,N GREEN VALLEY PKWY & WIGWAM PKWY,NB Green Valley before Windmill,0,5707,
36.078299,0,5700,-115.049614,,,,PATRICK LA & WHITNEY RANCH DR,EB Patrick before Blue Topaz,0,5700,
36.033691,0,5701,-115.029579,,,,N GIBSON RD & WIGWAM PKWY,SB Gibson after Wigwam,0,5701,
36.29563,0,5702,-115.287688,,,,N DURANGO DR & OSO BLANCA RD,NB Durango after Oso Blanca,0,5702,
36.200128,0,6438,-115.260404,,,,Buffalo Dr & Tackle Dr,NB Buffalo before Smoke Ranch,0,6438,
36.101039,0,2868,-115.196488,,,,,WB Tropicana after Wynn,0,2868,
36.066339,0,4119,-115.163338,,,,,NB Gilespie after Carpenters Union,0,4119,
36.152412,0,2948,-115.190651,,,,,NB Valley View after Westleigh,0,2948,
36.195904,0,1421,-115.22757,,,,,WB Lake Mead after San Simeon,0,1421,
36.18094,0,3077,-115.156718,,,,,WB Washington after J,0,3077,
36.067595,0,4299,-115.172626,,,,,SB Las Vegas after Town Square,0,4299,
36.100982,0,6421,-115.297086,,,,Fort  Apache Rd & Tropicana Ave,NB Fort Apache after Tropicana,0,6421,
36.034748,0,6891,-115.230951,,,,,WB Wigwam after Langhorne Creek,0,6891,
36.099949,0,6758,-115.30567,,,,Tropicana Ave & Grand Canyon Dr,EB Tropicana after Grand Canyon,0,6758,
36.068633,0,4172,-115.172172,,,,,NB Las Vegas at Las Vegas Golf,0,4172,
35.999428,0,7174,-115.167745,,,,,WB Cactus before Haven,0,7174,
36.085307,0,6752,-115.284387,,,,Russell Rd & Mareen Way,WB Russell before Brent Thurman,0,6752,
36.085239,0,6753,-115.303218,,,,Russell Rd & Thunder Spirit St,WB Russell before Grand Canyon,0,6753,
36.08479,0,6750,-115.251981,,,,Tenaya Way & Russell Rd,SB Tenaya after Russell,0,6750,
36.081117,0,6751,-115.251904,,,,Tenaya Way & Oquendo Rd,SB Tenaya after Oquendo,0,6751,
36.093442,0,6756,-115.306368,,,,Grand Canyon Dr & Ocotillo Falls Ave,NB Grand Canyon after Ocotillo Flls,0,6756,
36.166955,0,4179,-115.27782,,,,,NB Durango after Alta,0,4179,
36.085616,0,6754,-115.306542,,,,Grand Canyon Dr & Russell Rd,NB Grand Canyon after Russell,0,6754,
36.089455,0,6755,-115.306458,,,,Grand Canyon Dr & Diablo Dr,NB Grand Canyon after Diablo,0,6755,
36.005647,0,7176,-115.081937,,,,,EB Horizon Ridge after Green Valley,0,7176,
35.999358,0,7171,-115.149558,,,,,WB Cactus before Amigo,0,7171,
36.166854,0,5817,-115.052734,,,,STEWART AV & N CHRISTY LA,EB Stewart after Christy,0,5817,
36.057431,0,3065,-115.131599,,,,,EB Warm Springs after Tamarus,0,3065,
36.114381,0,994,-115.233312,,,,,EB Flamingo after Torrey Pines,0,994,
36.224408,0,4291,-115.082187,,,,,SB Las Vegas after Lamb,0,4291,
36.056504,0,3064,-115.079301,,,,,WB Warm Springs after Success,0,3064,
36.233134,0,4290,-115.067265,,,,,SB Las Vegas after Lamont,0,4290,
36.123274,0,2947,-115.190049,,,,,NB Valley View after Twain,0,2947,
36.196427,0,1432,-115.262157,,,,,WB Lake Mead after Buffalo,0,1432,
36.114857,0,991,-115.147364,,,,,WB Flamingo after University Ctr,0,991,
36.140569,0,236,-115.096002,,,,,SB Boulder at 3650 Boulder Hwy,0,236,
36.173862,0,230,-115.109998,,,,,WB Bonanza after Wardelle,0,230,
36.12601,0,2945,-115.190341,,,,,SB Valley View after Spring Mtn,0,2945,
